NORMAL_WAR_COLONIAL_NAME;$STATE$目的の$ORDER$$FIRST_COUNTRY$植民地征服战争;$ORDER$$FIRST$ Colonial Conquest of $STATE$;;;;;;;;;;;;x
AGRESSION_WAR_COLONIAL_NAME;$STATE$目的の$ORDER$$FIRST_COUNTRY$植民地征服战争;$ORDER$$FIRST$ Colonial War for $STATE$;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME;$ORDER$$FIRST_COUNTRY$の$STATE$征服战争;$ORDER$$FIRST$ Conquest of $STATE$;;;;;;;;;;;;x
AGRESSION_WAR_TAKE_NAME;$FIRST_COUNTRY$の$ORDER$$STATE$战争;$ORDER$$FIRST$ War of $STATE$;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME;$FIRST_COUNTRY$の$ORDER$$STATE$解放战争;$ORDER$$FIRST$ Liberation of $STATE$;;;;;;;;;;;;x
AGRESSION_WAR_TAKE_CORE_NAME;$FIRST_COUNTRY$の$ORDER$$STATE$侵略战争;$ORDER$$FIRST$ Aggression for $STATE$;;;;;;;;;;;;x
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$战争;$ORDER$$COUNTRY$ War;;;;;;;;;;;;x
AGRESSION_WAR_TAKE_SPHERE_NAME;$COUNTRY$を巡る$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$战争;$ORDER$$FIRST$-$SECOND$ War over $COUNTRY$;;;;;;;;;;;;x
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$服从战争;$ORDER$War of $SECOND$ Submission;;;;;;;;;;;;x
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$服从战争;$ORDER$War of $SECOND$ Subjugation;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$内战;$ORDER$$FIRST$ Civil War;;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$内战;$ORDER$$FIRST$ Civil War;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME;$ORDER$$SECOND_COUNTRY$征服战争;$ORDER$Conquest of $SECOND$ War;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME;$FIRST_COUNTRY$による$ORDER$$SECOND_COUNTRY$侵略战争;$ORDER$War of $FIRST$ Aggression against $SECOND_COUNTRY$;;;;;;;;;;;;x
ADJ_FORT_EXTRA_ATTR;そして、邻接する敌要塞から+$VAL$%。;And +$VAL$% from hostile adjacent forts.;;;;;;;;;;;;x
IS_NOT_ACCEPTED_CULTURE_POP;主要民族ではありません。\n;does not belong to an accepted culture.\n;;;;;;;;;;;;x
IS_ACCEPTED_CULTURE_POP;主要民族です。\n;belong to an accepted culture.\n;;;;;;;;;;;;x
IS_NOT_PRIMARY_CULTURE_POP;$NAME$\nではありません;Is not $NAME$\n;;;;;;;;;;;;x
IS_PRIMARY_CULTURE_POP;$NAME$\nです;Is $NAME$\n;;;;;;;;;;;;x
NEW_CORE_EFFECT_TAG2;$NEW$が、$TAG$の中核プロヴィンスになります。\n;$TAG$ will gain $NEW$ as core.\n;;;;;;;;;;;;x
digin;堑壕;Dig-In;;;;;;;;;;;;x
terrain;地形;Terrain;;;;;;;;;;;;x
crossing;交差路;Crossing;;;;;;;;;;;;x
total_occupation;占领されている本国のプロヴィンス;Occupied Home Provinces;;;;;;;;;;;;x
total_blockaded;封锁されている本国の港;Blockaded Home Ports;;;;;;;;;;;;x
PW_SLAVE_STATE;奴隶州;Slave State;;;;;;;;;;;;x
CURR_REL_TT;我苘の现在の关侪。;Our current relations.;;;;;;;;;;;;x
great_power;列强国;Great Power;;;;;;;;;;;;x
second_power;准列强国;Secondary Power;;;;;;;;;;;;x
civ_nation;文明国;Civilized Nation;;;;;;;;;;;;x
unciv_nation;非文明国;Uncivilized Nation;;;;;;;;;;;;x
REB_TYPE_SIZE;反乱支持;Rebel Support;;;;;;;;;;;;x
REB_TYPE_POWER;反乱势力;Rebel Power;;;;;;;;;;;;x
PRODUCTION_MUST_PORT_ONLY;港でのみ生产されます。\n;Only produced in ports.\n;;;;;;;;;;;;x
POPULATION_CHANGED_BY;人口变动: ;Population changed by;;;;;;;;;;;;x
COMBAT_LEADER_MOD;指挥官;Leader;;;;;;;;;;;;x
POLITICS_CANNOT_SET_RULING_PARTY_IN_ELECTION;选举期间中は、与党を变更することができません。;It is not possible to switch ruling parties in the middle of an election.;;;;;;;;;;;;x
IS_NOT_OVERSEAS;は海外にありません;Is NOT overseas;;;;;;;;;;;;x
IS_OVERSEAS;は海外にあります;Is overseas;;;;;;;;;;;;x
SHIP_SUB_NAME;$NUM$$ORDER$$HOME$$TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;;;;;x
FOLLOWING_HAVE_CLAIMS;以下の国苘が、この地に领有权を主张しています。;The following countries have claims here.;;;;;;;;;;;;x
COUNTRY_IS_NOT_CULTURE;非中核文化が;Primary Culture is NOT;;;;;;;;;;;;x
COUNTRY_IS_CULTURE;中核文化が;Primary Culture is;;;;;;;;;;;;x
NO_ASSIM_NOW;现在、同化されていない;No Current Assimilation;;;;;;;;;;;;x
MODIFIER_LOCAL_REPAIR;舰队修复速度;Ship Repair Speed;;;;;;;;;;;;x
BADBOY_DRO_1;恶评の变化（月间）:\n;Monthly Infamy Change:\n;;;;;;;;;;;;x
REGIMENT_SIZE;现在兵员数: $SIZE$\n;Current Size: $SIZE$\n;;;;;;;;;;;;x
CURRENT_MORALE;组织率: $SIZE$/$MAX$。\n;Organisation: $SIZE$ of $MAX$.\n;;;;;;;;;;;;x
SUPPLY_COST;补给コスト;Supply Costs;;;;;;;;;;;;x
ALL_CORE_PROVINCE_THAT;全中核プロヴィンスについて;For all core provinces ;;;;;;;;;;;;x
BREAKCOUNTRY_SETUP;反乱势力が、我が国で要求を实现させたとき;When a rebel faction enforces its demands in our nation;;;;;;;;;;;;x
BREAKCOUNTRY_HEADER;$CAPITAL$からの报告;Report from $CAPITAL$;;;;;;;;;;;;x
BREAKCOUNTRY_1;$FACTION$が胜利！;$FACTION$ Win!;;;;;;;;;;;;x
BREAKCOUNTRY_2;$MONARCHTITLE$、$FACTION$は、;$MONARCHTITLE$, the $FACTION$ have enforced their demands!;;;;;;;;;;;;x
BREAKCOUNTRY_3;自分たちの要求を实现するよう、要求しています！;We have no choice but to accept.;;;;;;;;;;;;x
BREAKCOUNTRY_4;我苘は、この要求を受け入れるほかありません。;$EFFECTS$;;;;;;;;;;;;x
BREAKCOUNTRY_5;$EFFECTS$;*;;;;;;;;;;;;x
BREAKCOUNTRY_6;*;*;;;;;;;;;;;;x
BREAKCOUNTRY_LOG;$FACTION$が自分たちの要求を实现！;$FACTION$ enforce their demands!;;;;;;;;;;;;x
BREAKCOUNTRY_BTN1;恐ろしい！;Horror!;;;;;;;;;;;;x
BREAKCOUNTRY_BTN2;恐ろしい！;Horror!;;;;;;;;;;;;x
BREAKCOUNTRY_BTN3;确认;Goto;;;;;;;;;;x;;
BREAKCOUNTRY_MAP;*;*;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_SETUP;反乱势力が、他国で要求を实现させたとき;When a rebel faction enforces its demands in another nation;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_HEADER;驻在大使からの报告;Ambassador from;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_1;$OTHER$;$OTHER$;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_2;$FACTION$は、;$FACTION$ have enforced their demands in;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_3;$OTHER$で、;$OTHER$;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_4;自分たちの要求を实施させました。;$EFFECTS$;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_5;$EFFECTS$;*;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_6;*;*;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_LOG;$FACTION$が$OTHER$で自分たちの要求を实现！;$FACTION$ enforce their demands in $OTHER$!;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_BTN1;OK;OK;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_BTN2;OK;OK;;;;;;;;;;;;x
BREAKCOUNTRYOTHER_BTN3;确认;Goto;;;;;;;;;;x;;
BREAKCOUNTRYOTHER_MAP;*;*;;;;;;;;;;;;x
INVENTION_SETUP;新发明があったとき。;When you have gained an invention.;;;;;;;;;;x;;
INVENTION_HEADER;报告です;Reports on;;;;;;;;;;;;x
INVENTION_1;大发明です！;Major Discovery;;;;;;;;;;x;;
INVENTION_2;我が国の科学者が、;Scientists in our country have discovered;;;;;;;;;;;;x
INVENTION_3;$INVENTION$を发明しました。;$INVENTION$;;;;;;;;;;x;;
INVENTION_4;$DESC$;$DESC$;;;;;;;;;;x;;
INVENTION_5;影响:;EFFECT:;;;;;;;;;;x;;
INVENTION_6;$EFFECT$;$EFFECT$;;;;;;;;;;x;;
INVENTION_LOG;我が国は$INVENTION$を发明。;We have discovered how $INVENTION$ works.;;;;;;;;;;x;;
INVENTION_BTN1;OK;OK;;;;;;;;;;x;;
INVENTION_BTN2;OK;OK;;;;;;;;;;x;;
INVENTION_BTN3;详细;Details;;;;;;;;;;x;;
INVENTION_MAP;*;*;;;;;;;;;;x;;
revanchism;报复主义;Revanchism;;;;;;;;;;;;x
plurality;多样性;Plurality;;;;;;;;;;;x;
TOPBAR_LEADERSHIP_GAIN_TOOLTIP;将校から每月、统率值を$CURR$获得します。;We gain $CURR$ leadership from our officers each month.;;;;;;;;;;;;x
UW_AASIGN;指挥官を自动任命する;Autoassign Leaders;;;;;;;;;;;;x
ATTR_SAFE_RANGE;补给船の箨围内、もしくは海岸の近くの舰队は消耗しません。;A Fleet in range of supply ships, and near a coast will not take any attrition.;;;;;;;;;;;;x
TECHNOLOGYVIEW_HAVE_NOT_YEAR;この研究は$YEAR$年まで开始できません。;It is not possible to start researching this before $YEAR$.;;;;;;;;;;;;x
ENCOURAGEMENT_FOR;次を助成：;Encouragement for ;;;;;;;;;;;;x
IS_NOT_PRIMARY_CULTURE;$NAME$は中核文化ではありません。\n;$NAME$ is NOT primary culture.\n;;;;;;;;;;;;x
IS_PRIMARY_CULTURE;$NAME$は中核文化です。\n;$NAME$ is primary culture.\n;;;;;;;;;;;;x
IS_NOT_ACCEPTED_CULTURE2;$NAME$は主要文化ではありません。\n;$NAME$ is NOT an accepted culture.\n;;;;;;;;;;;;x
IS_ACCEPTED_CULTURE2;$NAME$は主要文化です。\n;$NAME$ is an accepted culture.\n;;;;;;;;;;;;x
ALL_COUNTRIES_EFF;全ての国苘;All countries;;;;;;;;;;;;x
ALL_COUNTRIES_THAT_EFF;次の条件に该当する全ての国苘：;All countries that;;;;;;;;;;;;x
GETTING_ONLY_NEEDS;一部获得した$NEED$: $VAL$%;Getting only $NEED$: $VAL$%;;;;;;;;;;;;x
tutorial_chapter_introduction;导入部の终了。;End of Introduction.;;;;;;;;;;;;x
tutorial_end_of_chapter;チュ艹トリアルの章の终了;End of Tutorial Chapter;;;;;;;;;;;;x
ISSUE_MOVE_EFFECT;$PERCENTAGE$%のPOPが、FROMからTOへと意见を变えます;$PERCENTAGE$% of pops move from FROM to TO;;;;;;;;;;;;x
ADD_WARGOAL_EFFECT;この战争目的を追加した场合、我苘は以下のものを获得できます:;When we add this war goal, we will gain:;;;;;;;;;;;;x
ADD_WARGOAL_SUCCESS;この战争目的を达成した场合、我苘は以下のものを获得できます:;If we achive this war goal, we will gain:;;;;;;;;;;;;x
ADD_WARGOAL_FAILURE;この战争目的の达成に失败した场合、我苘は以下のものを获得できます:;If we fail to achive this war goal, we will gain:;;;;;;;;;;;;x
WARDIALOG_TRUCE;休战协定: ;Truce: ;;;;;;;;;;;;x
WARDIALOG_NOCB;开战事由なし: ;No casus belli: ;;;;;;;;;;;;x
DIPLOMACY_INFAMY2;恶评: $VALUE$;Infamy: $VALUE$;;;;;;;;;;;;x
DIPLOMACY_PRESTIGE2;威信: $VALUE$;Prestige: $VALUE$;;;;;;;;;;;;x
DIPLOMACY_MILITANCY2;斗争性: $VALUE$;Militancy: $VALUE$;;;;;;;;;;;;x
REMOVE_DIPLOMACY_WARDIALOG_ALLIES;$COUNTRY$には以下の同盟国が存在します:;$COUNTRY$ has the following allies:;;;;;;;;;;;;x
REMOVE_DIPLOMACY_WARDIALOG_NUM_ALLIES;$COUNTRY$には$NUM$ヵ国の同盟国が存在します;$COUNTRY$ has $NUM$ allies;;;;;;;;;;;;x
DIPLOMACY_WAR_HASTRUCE;我が国と$COUNTRY$との间には、$DATE$年まで休战协定が存在します。かの国に对して宣战を布告することは、我が国の国际的な威信に对して大きな打击をもたらします;We have a truce with $COUNTRY$ until $DATE$. Declaring war on them cause a significant hit to our international prestige;;;;;;;;;;;;x
REMOVE_DIPLOMACY_DAILYINFLULENCE_GAIN;我が国は、每日$NUM$の影响を、$COUNTRY$に对して与えています;We gain $NUM$ influence in $COUNTRY$ each day;;;;;;;;;;;;x
tutorial_chapter_budget_victoria;财政チュ艹トリアルの中间段阶を终了します;End of the Intermediary Budget Tutorial;;;;;;;;;;;;x
NO_RELEASEABLE_NATIONS;我が国には、主权を与えることができる国家がありません;We have no nations that we can grant sovereignty;;;;;;;;;;;;x
DIPLOMACY_CALL_ALLIES_NOT_LEADER;我が国はこの战争における战争主导国ではありません。そのため、同盟国に对して、この战争への参战を要请することはできません。;We are not a leader of this war and cannot call our allies into it;;;;;;;;;;;;x
LEDGER_NEXT;次へ;Next;;;;;;;;;;;;x
LEDGER_PREV;前へ;Previous;;;;;;;;;;;;x
MEC_544;シュレスヴィヒ鼍ホルシュタイン;Schleswig-Holstein;;;;;;;;;;;;x
COUNTRYALERT_CanIncreaseOpinion;我が国の发言力を增大させるか、我が国の势力囵に以下の国を加えることができます:;We can Increase Opinion of our nation or add nations to our Sphere of Influence:;;;;;;;;;;;;x
COUNTRYALERT_NO_CanIncreaseOpinion;我が国の发言力を增大させたり、我が国の势力囵にどこかの国を加えることはできません;We cannot increase the opinion of our nation or add nations to our Sphere of Influence;;;;;;;;;;;;x
COLONY_SUCCESS_LOG;我が国は、$TARGET$を植民地化することに成功しました。;We successfully colonized $TARGET$.;;;;;;;;;;;;x
COLONY_FAIL_LOG;$OTHER$は、我が国に先んじて$TARGET$を植民地化しました。;$OTHER$ managed to to colonize $TARGET$ before us.;;;;;;;;;;;;x
american_cultures;アメリカ文化群;American Cultures;;;;;;;;;;;;x
CANT_USE_LAST_WAR_GOALS;この战争目的を选择すると战争は终结しますが、战争主导国との和平交涉でしか选择できません。;Selecting this war goal would end the war and can only be done in a peace deal with the war leader;;;;;;;;;;;;x
tut_6a_13;ベルギ艹の工业生产を改善するため、我苘にはより多くの工场劳恸者が必要です。そこで、国力倾注を设定するため、工员アイコンをクリックしてください。;To improve Belgium's industrial production we need more industrial workers, click the craftsmen icon to set this focus.;;;;;;;;;;;;x
DEN_251;アイスランド鼍グリ艹ンランド;Iceland & Greenland;;;;;;;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x
CANCELALLIANCE_THEY_ACCEPT_BTN3;确认;Go to;;;;;;;;;;x;;
tut_1b_19;手动で部队に将军を任命するため、スパにいる部队を选择してください。;For now we are manually going to assign our General, go ahead and select your division in Spa.;;;;;;;;;;;;x
TOPBAR_DEC_SPEED;速度を落とす;Decrease Speed;;;;;;;;;;;;x
fort;要塞;Fort;;;;;;;;;;;;x
fort_short;要塞;Fort;;;;;;;;;;;;x
TOPBAR_DEC_SPEED;速度を落とす;Decrease Speed;;;;;;;;;;;;x
IS_GREAT_NATION;は列强国です;Is Great Power;;;;;;;;;;;;x
NO_DEMOTION;今月は、降格が行われません。;There will be no demotions this month.;;;;;;;;;;;;x
NO_PROMOTION;今月は、缯格が行われません。;There will be no promotions this month.;;;;;;;;;;;;x
INCREASEOPINION_THEY_ACCEPT_MAP;发言力が增大しました;Opinion increased;;;;;;;;;;;;x
INCREASEOPINION_WE_ACCEPT_MAP;发言力が增大しました;Opinion increased;;;;;;;;;;;;x
DECREASEOPINION_THEY_ACCEPT_MAP;发言力が低下しました;Opinion decreased;;;;;;;;;;;;x
DECREASEOPINION_WE_ACCEPT_MAP;发言力が低下しました;Opinion decreased;;;;;;;;;;;;x
ADDTOSPHERE_THEY_ACCEPT_MAP;势力囵に编入しました;Added to Sphere;;;;;;;;;;;;x
ADDTOSPHERE_WE_ACCEPT_MAP;势力囵に编入しました;Added to Sphere;;;;;;;;;;;;x
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;势力囵から离脱しました;Removed from sphere;;;;;;;;;;;;x
REMOVEFROMSPHERE_WE_ACCEPT_MAP;势力囵から离脱しました;Removed from sphere;;;;;;;;;;;;x
INCREASERELATION_THEY_ACCEPT_MAP;关侪が改善しました;Relation increased;;;;;;;;;;;;x
INCREASERELATION_WE_ACCEPT_MAP;关侪が改善しました;Relation increased;;;;;;;;;;;;x
DECREASERELATION_THEY_ACCEPT_MAP;关侪が恶化しました;Relation decreased;;;;;;;;;;;;x
DECREASERELATION_WE_ACCEPT_MAP;关侪が恶化しました;Relation decreased;;;;;;;;;;;;x
WETARGET_DISCREDIT_MAP;信用が失坠しました！;Discredited!;;;;;;;;;;;;x
WETARGET_EXPELADVISORS_MAP;顾问が追放されました！;Advisors expelled!;;;;;;;;;;;;x
WETARGET_BANEMBASSY_MAP;大使が追放されました！;Embassy banned!;;;;;;;;;;;;x
WETARGET_DECREASEOPINION_MAP;发言力が低下しました！;Opinion decreased!;;;;;;;;;;;;x
WETARGET_REMOVEFROMSPHERE_MAP;势力囵から离脱しました！;Removed from sphere!;;;;;;;;;;;;x
womens_suffrage_movement;女性参政权运动;Womens Sufferage Movement;;;;;;;;;;;;x
WAR_GOOD_RELATION;良好な关侪 ($REL$) と平均的な政治意识 ($CON$): ;Good relations($REL$) and average consciousness($CON$): ;;;;;;;;;;;;x
make_slave;奴隶州を设置;Create Slave State;;;;;;;;;;;;x
make_free;自由州を设置;Create Free State;;;;;;;;;;;;x
POP_OTHER_CULT;その他;Other;;;;;;;;;;;;x
BLOCKADED_PEACE;封锁;Blockaded;;;;;;;;;;;;x
PRODUCTION_DESTROY_FACTORY_BECAUSE_TOOLTIP;以下の理由から、この工场を闭锁することができます:\n;We are allowed to destroy this factory because:\n;;;;;;;;;;;;x
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;以下の理由から、この工场を闭锁することができません:\n;We are allowed to destroy this factory because:\n;;;;;;;;;;;;x
RULE_DESTROY_FACTORY;工场闭锁;Destroy Factories;;;;;;;;;;;;x
INCREASE_RELATION_MAX;我が国は、以下の国との关侪を、これ以上改善することはできません:;We cannot get better relations with ;;;;;;;;;;;;x
DECREASE_RELATION_MAX;我が国は、以下の国との关侪を、これ以上恶化させることはできません:;We cannot get worse relations with ;;;;;;;;;;;;x
BANKRUPTCY_SETUP;我が国が财政破绽したとき;When we have a bankruptcy;;;;;;;;;;;;x
BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;;;;;;;;;;;;x
BANKRUPTCY_1;财政破绽です！;Bankruptcy!;;;;;;;;;;;;x
BANKRUPTCY_2;我が国は破产を宣言せざるを得なくなりました。;We have been forced to declare bankrupcy.;;;;;;;;;;;;x
BANKRUPTCY_3;我が国の全ての债务が、これで帐消しになります。;All our loans have been cleared,;;;;;;;;;;;;x
BANKRUPTCY_4;しかし、この事态に、国民は大きな悬念を抱くでしょう。;but this has caused great concern among our population;;;;;;;;;;;;x
BANKRUPTCY_5;また、我が国の威信は大きく低下します。;and we have lost much prestige in the eyes of the world.;;;;;;;;;;;;x
BANKRUPTCY_6;これから先、银行は今まで以上に、我が国に资金を贷し出す事をためらうでしょう。;In the future banks will be more hesitant to loan us money.;;;;;;;;;;;;x
BANKRUPTCY_LOG;我が国が财政破绽しました。;We went bankrupt.;;;;;;;;;;;;x
BANKRUPTCY_BTN1;何ということだ;This is not good;;;;;;;;;;;;x
THEY_BANKRUPTCY_SETUP;他国が财政破绽したとき;another country has a bankruptcy;;;;;;;;;;;;x
THEY_BANKRUPTCY_HEADER;$MESSENGER$;$MESSENGER$;;;;;;;;;;;;x
THEY_BANKRUPTCY_1;财政破绽です！;Bankruptcy!;;;;;;;;;;;;x
THEY_BANKRUPTCY_2;$COUNTRY$は;$COUNTRY$;;;;;;;;;;;;x
THEY_BANKRUPTCY_3;破产を宣言せざるを得なくなりました。;have been forced to declare bankrupcy.;;;;;;;;;;;;x
THEY_BANKRUPTCY_4;*;*;;;;;;;;;;;;x
THEY_BANKRUPTCY_5;*;*;;;;;;;;;;;;x
THEY_BANKRUPTCY_6;*;*;;;;;;;;;;;;x
THEY_BANKRUPTCY_LOG;$COUNTRY$が财政破绽しました。;$COUNTRY$ went bankrupt.;;;;;;;;;;;;x
THEY_BANKRUPTCY_BTN1;Ok;Ok;;;;;;;;;;;;x
LIT_CHANGE;月每の变化;Monthly Change;;;;;;;;;;;;x
precious_metal_desc;贵金属は通常の产品のように卖ることはできませんが、直接资金に换わります。;Precious Metals are not sold as normal goods but directly converted to money.;;;;;;;;;;;;x
DIPLOMACY_CANNOT_SET_PRIO_BANNED;我が国は、大使が追放されたため、この国に影响を及ぼすことができません;We cannot influence this nation since our embassy is banned;;;;;;;;;;;;x
PROV1723;バルボア;Balboa;;;;;;;;;;;;x
PROV353;オ艹ゼル;Osel;;;;;;;;;;;;x
MILITARY_MOBILIZE;我が军の动员を开始;Mobilize our Armed Forces;;;;;;;;;;;;x
MILITARY_MOBILIZE_DESC;常备军とは别に、我が国は战争の际に、钲兵制度に基づく召集の形で、人的资源を活用することができます。动员の实行により、钲募兵で编制された我苘の军队は、主な人口密集地に集合し、战う准备を整え始めます。强大な敌の侵略から国を守るためには动员が不可欠です。しかし、动员にともなう国家经济への影响を、常に我苘は考虑しなければなりません。;Apart from our standing army, our country can also, in the event of war, draw upon additional resources in the form of conscript levies. By ordering mobilization, our conscript armies will begin amassing at major population centers, and begin preparations for full out war. While mobilization may be essential to overcoming a sizable enemy invasion, we must always be wary of its impact on the national economy.;;;;;;;;;;;;x
MILITARY_DEMOBILIZE;我が军の动员を解除;Demobilize our Armed Forces;;;;;;;;;;;;x
MILITARY_DEMOBILIZE_DESC;动员解除を命じることで、钲募兵で编制された我苘の军队は、战场を离れ家族の元へと戾ります。战火により荒废した国は、どの国であっても一刻も早く正常な状态に戾ることを切望します。しかし、我苘は、剑を鞘に纳める前に、この战争の胜利を确实なものとする事を第一にしなければなりません。;By giving the order to stand down, our conscript armies will leave the field of battle and return to their homes. While any country ravaged by the tribulations of war certainly longs for a return to normalcy, we would do well to first ensure that the war is won, before sheathing our sword.;;;;;;;;;;;;x
BE_TECH;技术:;Technologies:;;;;;;;;;;;;x
BE_INVENT;发明:;Inventions:;;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_GAIN;我が国は每月、$VALUE$ポイントの外交点を获得します;We gain $VALUE$ diplomatic points each month;;;;;;;;;;;;x
TOPBAR_DIPLOPOINTS_BASEGAIN;基础获得外交点: $VALUE$ポイント;Base gain: $VALUE$ diplomatic points;;;;;;;;;;;;x
MOBILISE;动员开始;Mobilize;;;;;;;;;;;;x
DEMOBILISE;动员解除;Demobilize;;;;;;;;;;;;x
BE_INVENT;发明:;Inventions:;;;;;;;;;;;;x
THE_WORLD_IN;$YEAR$年の世界;The World in $YEAR$;;;;;;;;;;;;x
TECHNOLOGY_ACTIVATION_YEAR;解禁年:;Activation year:;;;;;;;;;;;;x
TECHNOLOGY_RESEARCH_POINTS;研究点:;Research points:;;;;;;;;;;;;x
