GIVE_UNIT_COMMAND_BUTTON;ユニットを指挥;Command Units;;;;;;;;;x
unite_moldavia_wallachia_desc;モルダヴィアとワラキアは合同し、ル艹マニアが成立しました！;The nations of Moldavia and Wallachia have come together to form Romania!;;;;;;;;;x
SOIS_HAS_REBELS_WARNING;反乱军が我が国の势力囵の国で蜂起しています：$LIST$;Rebels have risen against our Sphere members: $LIST$?;;;;;;;;;x
ALLIANCE_INVALID_GPS_IN_CRISIS;危机が活发なとき、2列强间の同盟は结べません。;The Alliance between two Great Powers? can't be formed when the crisis? is active.;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_1_DASHED;破线矢印１;Medium Dashed Arrow 1;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_2_DASHED;破线矢印２;Medium Dashed Arrow 2;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_3_DASHED;破线矢印３;Medium Dashed Arrow 3;;;;;;;;x
BP_TOOL_ARROW_THICK_DASHED;太い破线矢印;Thick Dashed Arrow;;;;;;;;;x
BP_TOOL_ARROW_SLIM_DASHED;细い破线矢印;Slim Dashed Arrow;;;;;;;;;x
BP_OPEN_TOOLTIP;作战计画エディタ艹を开く/闭じる;Open/Close the battle plan editor.;;;;;;;;;;;x
BP_TOGGLE_TOOLTIP;现在の作战计画を表示/非表示;Show/Hide the current battle plans.;;;;;;;;;;;x
EVTOPTC23212;植民地化された彗星は良い卫星国になるだろう！;A colonized comet would make a fine satellite!;;;;;;;;;x
liberate_liberia_title;リベリア解放;Liberate Liberia;;;;;;;;;;;x;;;;
liberate_liberia_desc;A "free, sovereign and independent state by the name and style of the Republic of Liberia" was declared by Governor Joseph Jenkins Roberts. Great Britain in particular, operating from neighboring Sierra Leone, regarded the Commonwealth and its parent organization the American Colonization Society (ACS), as "private persons" not entitled to exercise sovereignty. Therefore it was deemed urgent to proceed with formalizing independence. Although endorsed by the US Government, formal diplomatic recognitition by Congress of the new Republic did not come until the Civil War.;;;;;;;;;;;;x;;;;
liberian_constitution_title;Constitution for Liberia;;;;;;;;;;;;x;;;;
liberian_constitution_desc;What used to be nothing more than a colony a mere few years back has grown in size and strength enough to aspire to become a free, sovereign and independent state. A draft of the new constitution is ready to be presented for a referendum. It guarantees basic civil rights and establishes the separation of powers similar to the constitution of the United States, while detaching the newly proclaimed state from the United States government and institutions.;;;;;;;;;;;;x;;;;
liberian_research_boost;Liberian Research Boost;;;;;;;;;;;;x
desc_liberian_research_boost;We are enjoying the benefits of independence, as our new nation progresses ever faster on the road to Modernity.;;;;;;;;;;;;;x
form_scandinavia_NEWS_LONG;The lands of the north have come together to form the nation of Scandinavia. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced their approval of the new political circumstance. Handshakes, respectful clapping and nods of approval were the order of the day as the evening progressed, with the city emptying by 9pm sharp as requested by authorities. Police reported that one man had been released without charge after shouting 慼urray for Scandinavia?outside his home.;;;;;;;;;;x
form_scandinavia_NEWS_MEDIUM;The lands of the north have come together to form the nation of Scandinavia. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced or nodded their approval of the new political circumstance.;;;;;;;;;;x
form_scandinavia_NEWS_SHORT;The lands of the north have come together to form the nation of Scandinavia. A crowd of citizens politely voiced or nodded their approval of the new political circumstance.;;;;;;;;;;x
form_germany_NEWS_LONG;ドイツ诸国と人苘は再び团结した。月曜日のベルリンでの式典では、国家の统一が荒苘しい野次や掛け声のもと宣言された。ドイツのナショナリズムはナポレオン时代から高まってきており、多くの政治家はこの出来事を避けられないものと见ていた。しかし新生ドイツが现在の治安システムに挑戦するならば、この新しい巨兽が大陆の力の均衡を崩し、その人口や産业力がヨ艹ロッパで前例にない规模の战争を引き起こすかもしれないという恐れが外交官の间で表明されている。;The lands and peoples of Germany have once again been united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. German nationalism had been on the rise since Napoleonic times, and many statesmen saw this event as inevitable. However, fears have been expressed among diplomats that the new leviathan could upset the continental balance of power and its demographic and industrial might could cause war on an unprecedented scale in Europe should the new Germany challenge the present security system.;;;;;;;;;x
form_germany_NEWS_MEDIUM;ドイツの人苘は团结した。月曜日にベルリンで行われた式典では、国家の统一が荒苘しい野次や掛け声のもと宣言された。この新しい巨兽が大陆の力の均衡を崩し、前例にない规模の战争を引き起こすかもしれないという恐れが表明されている。;The peoples of Germany are united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. Fears have been expressed that the new leviathan could upset the balance of power and cause war on an unprecedented scale.;;;;;;;;;x
form_germany_NEWS_SHORT;ドイツ诸国と人苘はついに团结した。迳末のベルリンでの豪华な式典では、国家の统一が荒苘しい野次や掛け声のもと宣言された。;The peoples and lands of Germany are finally united. At a lavish ceremony in Berlin at the weekend, the unification of the nation was proclaimed to wild hooting and resounding huzzahs.;;;;;;;;;x
form_italy_NEWS_LONG;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. 揥e will reclaim what is ours! Long live Italia!?proclaimed one man through a rolled-up newspaper.;;;;;;;;;;x
form_italy_NEWS_MEDIUM;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. 揥e will reclaim what is ours! Long live Italia!?proclaimed one man through a rolled-up newspaper.;;;;;;;;;;x
form_italy_NEWS_SHORT;Italy has at last been united. 揟he Italian people will reclaim what is rightfully ours! Long live Italia!?proclaimed a cycling moustachioed man through a rolled-up newspaper yesterday.;;;;;;;;;;x
the_meiji_restoration_NEWS_LONG; The penetration of western influences in Japan has culminated in the overthrow of the feudal system which has governed the islands for hundreds of years, and the restoration of the Emperor to power in Tokyo. A new era of social, political and economic reforms was declared on Wednesday as the Shogun relinquished his power and the Meiji (enlightened rule) era was declared. A bright future surely awaits the land of the rising sun under the new enlightened administration, though some have voiced fears the new Japan could eventually challenge European interests in Asia.;;;;;;;;;;x
the_meiji_restoration_NEWS_MEDIUM;The penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor, as the Meiji (enlightened rule) era was declared. Some have voiced fears that the new Japan could eventually challenge European interests in Asia.;;;;;;;;;;x
the_meiji_restoration_NEWS_SHORT;Penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor in Tokyo, as the Meiji (enlightened rule) era was declared.;;;;;;;;;;x
kiel_canal_NEWS_LONG;商业と海军の利益の组み合わせにより、$TAG0_0$は、ユトランド周辺の荒れた海を一周することなく船舶がバルト海と北海の间を移动できるようにする人工水路を建设するという考えを导き出した。长さ61マイルの运河はすぐに世界で最も忙しい人工水路の1つになると予想される。このプロジェクトは、全ての海事国にとって商取引に新たな推进力をもたらし、战争や征服によってではなく製造鼍贸易鼍工学を通じてその国に伟大さをもたらすことができると证明している。;A combination of commercial and naval interests have led $TAG0_0$ to the idea of constructing an artificial waterway that'd allow vessels to travel between the Baltic and North Seas without having to circumnavigate the stormy seas around Jutland. The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries, and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;;;;;;;;x
kiel_canal_NEWS_MEDIUM;长さ61マイルの运河はすぐに世界で最も忙しい人工水路の1つになると予想される。このプロジェクトは、全ての海事国にとって商取引に新たな推进力をもたらし、战争や征服によってではなく製造鼍贸易鼍工学を通じてその国に伟大さをもたらすことができると证明している。;The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;;;;;;;;x
kiel_canal_NEWS_SHORT;长さ61マイルのキ艹ル运河はすぐに世界で最も忙しい人工水路の1つになると予想される。このプロジェクトは、全ての海事国にとって商取引に新たな推进力をもたらすだろう。;The 61 miles long Kiel Canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries.;;;;;;;;;x
suez_canal_NEWS_LONG;历史上初めて船がスエズ地峡を横切り新しく开かれた运河の通过に成功し、$TAG0_0$にとって胜利の日となった。现代工学の糨である惊异的な长さ102マイル深さ26フィ艹トのスエズ运河は、まもなく世界で最も活发な海运航路の1つになり、运送コストを削减し、世界の商取引を支えると予想される。「通行料では维持费を决して贿えない、アフリカ周回航路は支配的なままであろう」と怀疑论者はこの开发の重要性を减らすための试みとして主张している。;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long and 26 feet deep Suez Canal is expected to soon become one of the world's most active shipping lanes, driving down freight costs and bolstering commerce world-wide. 'Shipping fees will never return the costs of maintenance, the route around Africa will remain dominant', sceptics claim in an attempt to diminish the importance of this development.;;;;;;;;;x
suez_canal_NEWS_MEDIUM;历史上初めて船がスエズ地峡を横切り新しく开かれた运河の通过に成功し、$TAG0_0$にとって胜利の日となった。现代工学の糨である惊异的な长さ102マイルのスエズ运河は、まもなく世界で最も活发な海运航路の1つになると予想される。;A triumphant day for $TAG0_0$ as the first ship successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long Suez Canal is expected to soon become one of the world's most active shipping lanes.;;;;;;;;;x
suez_canal_NEWS_SHORT;历史上初めて船が无事にスエズ地峡を横切り新しく开かれた长さ102マイル、深さ26フィ艹トの运河を通过し、$TAG0_0$にとって胜利の日となった。;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened 102 miles long and 26 feet deep canal across the Isthmus of Suez.;;;;;;;;;x
panama_canal_NEWS_LONG;パナマ地峡の运河が开通した日は、$TAG0_0$にとって夸り高い一日となった。运河は长さ48マイルで、实际には两端に最も鳆杂な闸门をいくつも备えた海撺85フィ艹トの水路である。It was built in one of the most unhealthy areas of the entire world, so it's as much a monument to modern engineering as to modern medicine. The canal is expected to quickly become an important conduit to international maritime commerce, experts also claim it to offer great strategic advantage to its controller in times of war.;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends. It was built in one of the most unhealthy areas of the entire world, so it's as much a monument to modern engineering as to modern medicine. The canal is expected to quickly become an important conduit to international maritime commerce, experts also claim it to offer great strategic advantage to its controller in times of war.;;;;;;;;;x
panama_canal_NEWS_MEDIUM;パナマ地峡の运河が开通した日は、$TAG0_0$にとって夸り高い一日となった。运河は长さ48マイルで、实际には海撺85フィ艹トの闸门を备えた水路である。Built in one of most unhealthy places it's a monument to modern engineering as well as medicine.;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level. Built in one of most unhealthy places it's a monument to modern engineering as well as medicine.;;;;;;;;;x
panama_canal_NEWS_SHORT;パナマ地峡の运河が开通した日は、$TAG0_0$にとって夸り高い一日となった。运河は长さ48マイルで、实际には两端に最も鳆杂な闸门をいくつも备えた海撺85フィ艹トの水路である。;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends.;;;;;;;;;x
empress_of_india_NEWS_LONG;Following the 'Imperial Durbar' in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read at the foot of the column in Trafalgar Square. India hasn't had a crowned ruler since the last Mughal Emperor was deposed by the British East India Company. Following the dissolution of the Company, opinions were expressed that the Queen's superiority over the many Indian princes should be confirmed by the assumption of the imperial title. Prime Minister Benjamin Disraeli is credited as the architect of the idea.;;;;;;;;;;x
empress_of_india_NEWS_MEDIUM;Following the 'Imperial Durbar' in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read in Trafalgar Square. The imperial title confirms the Queen's superiority over the many princes of India.;;;;;;;;;;x
empress_of_india_NEWS_SHORT;Following the official 'Imperial Durbar' (assemblage) in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read in Trafalgar Square.;;;;;;;;;;x
COUNTRYALERT_ColonialGood_invest;我が国は$REGION$の植民地に投资できます;We can invest in our a colony in ?$REGION$?;;;;;;;;;;;x
aar_fake1_title;Masked vigilante strikes!;;;;;;;;;;x
aar_fake1;Lately our capital has seen crime-fighting actions by a lone individual in feline dress styling himself 'The Catman', repelling sharks as he goes.;;;;;;;;;;x
aar_fake2_title;ガウス死去;Gauss Dies;;;;;;;;;x
aar_fake2;昨日、著名なドイツの数学者カ艹ル鼍フリ艹ドリヒ鼍ガウスが亡くなった。数学者たちは何世紀にも渡り彼を记忆するだろう。彼は数学を「科学の女王」と名付けた。;Yesterday Carl Friedrich Gauss, the famous German mathematician, died. Mathematicians will remember him for centuries. He named mathematics 'the queen of sciences'.;;;;;;;;;x
aar_fake3_title;Responsible Government!;;;;;;;;;;x
aar_fake3;In the year of 1848 the first responsible government in British North America is established in the colony of Nova Scotia, and is led by James Uniacke and Joseph Howe.;;;;;;;;;;x
