WAR_WE_ACCEPT_2;$MONARCHTITLE$、$BADWORD$な;$MONARCHTITLE$, $BADWORD$ in;;;;;;;;;;;;x
WAR_WE_ACCEPT_3;$AGRESSOR$が;$AGRESSOR$ declared war;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_4;我が国に对して宣战を布告しました！;upon us! Prepare for battle...;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_5;战いの准备を整えなければ鼍鼍鼍;*;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_6;*;*;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_LOG;$AGRESSOR$が我が国に宣战を布告！;$AGRESSOR$ declared war on us!;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_BTN3;确认;Go to;;;;;;;;;;;;x;;;;;;
WAR_WE_ACCEPT_MAP;战争！;WAR!;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_SETUP;他国が别の国に宣战を布告したとき;When a nation declares war on another nation;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_1;$AGRESSOR$;$AGRESSOR$;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_2;$MONARCHTITLE$、$AGRESSOR$は、;$MONARCHTITLE$, $AGRESSOR$;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_3;新たな敌;declared war;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_4;$DEFENDER$に对して、;on their new enemy;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_5;宣战を布告しました。;$DEFENDER$;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_6;*;*;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_LOG;$AGRESSOR$が$DEFENDER$に宣战を布告。;$AGRESSOR$ declared war on $DEFENDER$.;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x;;;;;;
WAR_OTHER_ACCEPT_BTN3;确认;Go to;;;;;;;;;;;;x
DECLWAR_LIMITED;この战争は、限定战争です。;This war is a limited war.;;;;;;;;;;;;x
WAR_THEY_ACCEPT_SETUP;我が国が他国に宣战を布告したとき;When we declare war on another nation;;;;;;;;;;;;x
WAR_THEY_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x
WAR_THEY_ACCEPT_1;我が国は、;We declared war on;;;;;;;;;;;;x
WAR_THEY_ACCEPT_2;$DEFENDER$に对して、;$DEFENDER$;;;;;;;;;;;;x
WAR_THEY_ACCEPT_3;宣战を布告しました。;*;;;;;;;;;;;;x;;;;;;
WAR_THEY_ACCEPT_4;*;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_5;*;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_6;*;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_LOG;我が国は$DEFENDER$に宣战を布告。;We declared war on $DEFENDER$.;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN3;确认;Go to;;;;;;;;;;;;x
WAR_THEY_ACCEPT_MAP;战争！;WAR!;;;;;;;;;;;;x
LOSE_CORE_EFFECT_2;$WHO$は、中核プロヴィンスである$LOSE$を失いました。\n;$WHO$ lose core on $LOSE$.\n;;;;;;;;;;;;x
INFRA_LEVEL_HERE;インフラが$VAL$%.;Infrastructure at $VAL$%.;;;;;;;;;;;;x
fascist_group;ファシスト派;Fascist parties;;;;;;;;;;;;x
conservative_group;保守派および反动派;Conservative & Reactionary parties;;;;;;;;;;;;x
socialist_group;社会主义派および共产主义派;Socialist & Communist parties;;;;;;;;;;;;x
liberal_group;自由派および无政府主义派;Liberal & Anarcho-Liberal parties;;;;;;;;;;;;x
COALITION_WIN;$IDE$の连合は、投票数のうち$VAL$%を获得しました。彼らが新政权の基础を作るでしょう。;A coalition of $IDE$ got $VAL$% of the vote, and will form the basis of the government.;;;;;;;;;;;;x
COLONY_SUCCESS_SETUP;我苘が、プロヴィンスの植民地化に成功したとき。;When we succeed with the colonization of a province.;;;;;;;;;;;;x
COLONY_FAIL_SETUP;我苘が、植民地化に失败したとき。;When we fail to colonize a province.;;;;;;;;;;;;x
TOPBAR_INC_SPEED;速度アップ;Increase Speed;;;;;;;;;;;;x
REMOVE_TOPBAR_DEC_SPEED;速度アップ;Increase Speed;;;;;;;;;;;;x
TOPBAR_CLOSE_OUTLINER;アウトライナ艹を闭じます。;Close Outliner;;;;;;;;;;;;x
TOPBAR_OPEN_OUTLINER;アウトライナ艹を开きます。;Open Outliner;;;;;;;;;;;;x
SLOWEST_SPEED;もっとも迟い速度;Slowest Speed;;;;;;;;;;;;x
SLOW_SPEED;迟い速度;Slow Speed;;;;;;;;;;;;x
NORMAL_SPEED;通常の速度;Normal Speed;;;;;;;;;;;;x
FAST_SPEED;早い速度;Fast Speed;;;;;;;;;;;;x
FASTEST_SPEED;もっとも早い速度;Fastest Speed;;;;;;;;;;;;x
TOPBAR_DATE;これが现在のデ艹タです。\n(一时停止をクリックしてください);This is the current date.\n(click to pause);;;;;;;;;;;;x
TOPBAR_DATE_IS_PAUSED;これが现在のデ艹タです。\n(一时停止解除をクリックしてください);This is the current date.\n(click to unpause);;;;;;;;;;;;x
TOPBAR_PAUSE_INDICATOR;ゲ艹ムは、现在一时停止中です。;The game is currently paused.;;;;;;;;;;;;x
TOPBAR_SPEED_INDICATOR;ゲ艹ムは、$SPEED$で进行中です。;The game is running at $SPEED$.;;;;;;;;;;;;x
PLAYER_COUNTRY_TOPBAR_RANK;$NAME$の顺位は$RANK$です。;$NAME$ is a $RANK$.;;;;;;;;;;;;x
HAS_TECH_SCHOOL;现在は$TECH$です。\n;Currently $TECH$.\n;;;;;;;;;;;;x
HAS_NOT_TECH_SCHOOL;$TECH$を採用していません。\n;Not embracing $TECH$.\n;;;;;;;;;;;;x
NEW_CORE_EFFECT_TAG;$TAG$は、全土が中核プロヴィンスとして获得します。\n;$TAG$ will gain all as core.\n;;;;;;;;;;;;x
ANY_OWNED_LIMITED;次の条件に当てはまるプロヴィンス\n;For Any province that is\n;;;;;;;;;;;;x
TECH_MINE_SIZE;矿山规模;Mine Size;;;;;;;;;;;;x
TECH_FARM_SIZE;农场规模;Farm Size;;;;;;;;;;;;x
USA_absolute_monarchy;アメリカ王国;Kingdom of America;;;;;;;;;;;;x
USA_absolute_monarchy_ADJ;米领;American;;;;;;;;;;;;x
USA_hms_government;アメリカ王国;Kingdom of America;;;;;;;;;;;;x
USA_hms_government_ADJ;米领;American;;;;;;;;;;;;x
USA_proletarian_dictatorship;アメリカ人民共和国;American People's Republic;;;;;;;;;;;;x
USA_proletarian_dictatorship_ADJ;米领;American;;;;;;;;;;;;x
ENG_proletarian_dictatorship;劳恸者连邦;The Worker's Commonwealth;;;;;;;;;;;;x
ENG_proletarian_dictatorship_ADJ;英领;British;;;;;;;;;;;;x
BOH_democracy;チェコ共和国;Czech Republic;;;;;;;;;;;;x
BOH_democracy_ADJ;チェコ领;Czech;;;;;;;;;;;;x
TUR_democracy;トルコ;Turkey;;;;;;;;;;;;x
TUR_democracy_ADJ;土领;Turkish;;;;;;;;;;;;x
KUK_democracy;ドナウ连邦;The Danubian Confederation;;;;;;;;;;;;x
KUK_democracy_ADJ;ドナウ领;Danubian;;;;;;;;;;;;x
BAV_proletarian_dictatorship;バイエルン鼍レ艹テ共和国;Bavarian Raterepublik;;;;;;;;;;;;x
RUS_proletarian_dictatorship;ソヴィエト连邦;Soviet Union;;;;;;;;;;;;x
RUS_proletarian_dictatorship_ADJ;ソ连领;Soviet;;;;;;;;;;;;x
NO_TECH_SELECTED;何も选择されていません;None Selected;;;;;;;;;;;;x
IS_CIVILIZED;は文明国です。;is civilized.;;;;;;;;;;;;x
IS_NOT_CIVILIZED;は非文明国です。;is NOT civilized.;;;;;;;;;;;;x
IS_INDEP;は他国の影响下にありません。;is NOT under foreign influence.;;;;;;;;;;;;x
IS_NOT_INDEP;は他国の影响下にあります。;is under foreign influence.;;;;;;;;;;;;x
ELECTION_INFO_IN_GOV;选举战の最中です;Election Campaign in Progress;;;;;;;;;;;;x
REGIMENT_POP_NAME;$ORDER$$NUM$$POP$$TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;;;;;;;;;;;;x
REGIMENT_HOME_NAME;$ORDER$$NUM$$HOME$$TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;;;;;x
SUBUNIT_POP;$CULTURE$$TYPE$($LOCATION$出身);$CULTURE$ $TYPE$ from $LOCATION$.;;;;;;;;;;;;x
army_tech_research_bonus;陆军技术研究;Army Tech Research;;;;;;;;;;;;x
commerce_tech_research_bonus;商业技术研究;Commerce Tech Research;;;;;;;;;;;;x
culture_tech_research_bonus;文化技术研究;Culture Tech Research;;;;;;;;;;;;x
industry_tech_research_bonus;工业技术研究;Industry Tech Research;;;;;;;;;;;;x
navy_tech_research_bonus;海军技术研究;Navy Tech Research;;;;;;;;;;;;x
THERE_ARE_BACKING;人口の$VAL$が、改革を求めています。;$VAL$ of the population want this reform.;;;;;;;;;;;;x
ORG_EXPLANATION_TT;このパ艹センテ艹ジが高ければ高いほど、反乱发生率が高くなります。;The higher this percentage is, the stronger the rebel uprising will become.;;;;;;;;;;;;x
COLONIAL_MIGRATION_TECH;植民地への移住;Colonial Migration;;;;;;;;;;;;x
COMBAT_WIDTH_TECH;战斗正面幅;Combat Width;;;;;;;;;;;;x
PLURALITY_EXPLANATION;『多样性』は、我が国の人苘が共有する意识です。自由の名の下での过去の胜利や败北の记忆が、我が国の人苘に多样性の重要性を思い出させます。;Plurality is the shared level of consciousness in our country. The memories of the past victories and defeats in the name of liberty remind our people of what could be.;;;;;;;;;;;;x
REMOVE_REVANCHISM_EXPLANATION;フランス语で“复雠”の意味を持つ单语に由来する『报复主义』は、我苘の正当な领土の夺还を切望する气持ちを表すものです。我が国の人苘は、失地の回复のためであれば、多大な牺牲を扪うことも嫌がりません。;From the French word revenge, Revanchism is the yearning for the return for our rightful land. Our people are ready to make greater sacrifices for their return.;;;;;;;;;;;;x
GAIN_PROVINCE;$WHO$から$WHERE$を获得します。\n;Gain $WHERE$ from $WHO$.\n;;;;;;;;;;;;x
build_kiel_canal_title;キ艹ル运河建设;Build the Kiel Canal;;;;;;;;;;;;x
build_kiel_canal_desc;バルト海と北海とをつなぐ运河を建设することは、我苘の海运に莫大な利益をもたらします。そして、我が国は、キ艹ルにそのような运河を建设できる位置に存在しています。;Building a canal between the Baltic and The North Sea would be a tremendous boon to our shipping, and we are in a position to build one in Kiel.;;;;;;;;;;;;x
build_suez_canal_title;スエズ运河建设;Build the Suez Canal;;;;;;;;;;;;x
build_suez_canal_desc;极东やインドとの贸易において、长期にわたって存在した海运上の问题のひとつに、それらの土地と贸易を行うためには、常にアフリカ南端のケ艹プ岬まで航海する必要があったことです。现代工学の素晴らしい妙技によって、スエズに运河を建设することで、我苘は从来よりも少ない日数でアジアと往来することができるでしょう。;One of the long standing problems for shipping on the Far Eastern and India trades has always been the need to round the African Cape in order to actually get there. By establishing a canal through the Suez, we will shorten the journey to Asia by days, as well as perform a wonderful feat of modern engineering.;;;;;;;;;;;;x
build_panama_canal_title;パナマ运河建设;Build Panama Canal;;;;;;;;;;;;x
build_panama_canal_desc;パナマ地峡を纵断する运河建设の提案は、おそらく、この地域が最初に发见された頃からありました。南北アメリカ大陆をつないでいる陆地で、パナマほど幅の狭い场所は、他にはありません。そして、现代工学の力を借りて运河を建设すれば、我苘は大西洋と太平洋との间の移动时间を大幅に短缩することができます。;Proposals for a Canal across the Panama Isthmus probably date back to the first discovery of the area. Nowhere is the strip of land that unites the North and South American continents thinner than here, and, with the aid of modern engineering, we could shorten the travel time between the Atlantic and The Pacific by several days by building it.;;;;;;;;;;;;x
REVANCHISM_LOWER;报复主义が$VAL$よりも低い。\n;Revanchism lower than $VAL$.\n;;;;;;;;;;;;x
REVANSCHISM_ATLEAST;报复主义が、少なくとも$VAL$あります。\n;Revanchism is at least $VAL$.\n;;;;;;;;;;;;x
CANAL_1;キ艹ル运河;Kiel Canal;;;;;;;;;;;;x
CANAL_2;スエズ运河;Suez Canal;;;;;;;;;;;;x
CANAL_3;パナマ运河;Panama Canal;;;;;;;;;;;;x
ENABLE_CANAL;$NAME$が建设される！\n;Build the $NAME$!\n;;;;;;;;;;;;x
CANAL_NOT_ENABLED;$NAME$は、まだ建设されていません。;The $NAME$ has NOT been built.;;;;;;;;;;;;x
CANAL_ENABLED;$NAME$は、すでに存在しています！;$NAME$ exists!;;;;;;;;;;;;x
ADMINISTRATIVE_TAX_EFFICIENCY;行政钲税鳇率: $VALUE$%.;Administrative Tax Efficiency: $VALUE$%.;;;;;;;;;;;;x
AVG_MIL_ON_MAP;斗争性平均: $VALUE$;Average Militancy: $VALUE$;;;;;;;;;;;;x
POP_PRODUCED;生产: $VAL$;Produced: $VAL$;;;;;;;;;;;;x
POP_SOLD;卖却: $VAL$;Sold: $VAL$;;;;;;;;;;;;x
POP_SOLD_DOMESTIC;卖却 (国内): $VAL$;Sold(Domestic): $VAL$;;;;;;;;;;;;x
POP_SOLD_EXPORT;卖却 (输出): $VAL$;Sold(Export): $VAL$;;;;;;;;;;;;x
POP_WANT_BOUGHT;购入: $VAL$;Bought: $VAL$;;;;;;;;;;;;x
POP_WANT_BUY;必要量: $VAL$;Wanted: $VAL$;;;;;;;;;;;;x
POP_WANT_AFFORD;调达量： $VAL$;Afforded: $VAL$;;;;;;;;;;;;x
POP_PRODUCER_MARKET;これの生产者;This Producer;;;;;;;;;;;;x
POP_WORLD_MARKET;世界市场;World Market;;;;;;;;;;;;x
OR_TRIG_SHORT;以下のいずれか;Either..;;;;;;;;;;;;x
GENERAL;将军;General;;;;;;;;;;;;x
ADMIRAL;提督;Admiral;;;;;;;;;;;;x
CURR_COMB_STR;现在の战力：;Current Strength at ;;;;;;;;;;;;x
CURR_COMB_ORG;现在の指挥统制率：;Organization at ;;;;;;;;;;;;x
UW_ASSIGN;自动配属;Auto Assign;;;;;;;;;;;;x
RANK_PRESTIGE;威信;Prestige;;;;;;;;;;;;x
RANK_PRESTIGE_D;威信は、あなたの国の文化的发展や实绩に应じて蓄积します。;Prestige is accumulated through cultural development and performing well with your country;;;;;;;;;;;;x
RANK_INDUSTRY;工业力;Industrial Power;;;;;;;;;;;;x
RANK_INDUSTRY_D;工业点は、あなたの国の工业化の度合いを示す尺度です。点数は、あなたの国の工场の数や、产品出荷の总量の组み合わせで决まります。;Industry score is a measure of your level of industrialization. It is a combination of the number of factories and the total value of the goods output of your country.;;;;;;;;;;;;x
RANK_MILITARY;军事力;Military Power;;;;;;;;;;;;x
RANK_MILITARY_D;军事点は、あなたの国の军队の强力さの尺度です。点数は、あなたの国の军队の规模と装备によって决まります。;The Military score is a measure of the power of your army, it scores your military by both size and equipment.;;;;;;;;;;;;x
RANK_TOTAL_D;ランキングの上位8カ国は、下位の国苘に影响を及ぼしたり支配したりする能力を持つ、列强国です。その次の8カ国は、植民を行う能力を持ち、时には列强国に挑战することもある、准列强国です。最诟の2つのランクは、文明国と非文明国です。この2つは、西洋化しているか否かで分けられます。;The eight countries with the highest rank are Great Powers who have the ability to influence and control lesser nations. The next eight are Secondary Powers who have the ability to colonize, and will challenge the great powers at times. The final two ranks are civilized and uncivilized nations, who are rated depending if they are westernized or not.;;;;;;;;;;;;x
TYPE_SPECIAL;その他;Other;;;;;;;;;;;;x
COVIEW_ORG_VALUE;现在の组织率;Current level of organization;;;;;;;;;;;;x
COVIEW_STR_NAVAL;この舰队の总舰船数。;The amount of ships in this fleet.;;;;;;;;;;;;x
COVIEW_STR_LAND;我が方の兵员总数。;Amount of men fighting on this side.;;;;;;;;;;;;x
MAY_NOT_RETREAT;战斗が始まったばかりの状况では、战场から撤退することは困难ですし、尊敬される行动ではありません。;It is not possible, nor would it be honorable, to retreat from a battle while the battle is still starting up.;;;;;;;;;;;;x
COMBAT_DICE;このフェ艹スでは、我が方にダイスが振られました。;Die roll for this side in this phase.;;;;;;;;;;;;x
COMBAT_TERRAIN;攻击侧に对する地形ペナルティ。;Terrain penalty on attacker.;;;;;;;;;;;;x
COMBAT_CROSSING;渡河攻击や上陆战は、攻击侧にペナルティを与えます。;River crossings or landing on a beach gives a penalty to the attacker.;;;;;;;;;;;;x
COMBAT_DIGIN;防御侧が堑壕に篭っているため、攻击侧にペナルティがあります。;Penalty on attacker due to defender being dug-in.;;;;;;;;;;;;x
PRODUCTION_COST_BUILD;建设コスト: $VAL$;Build Cost: $VAL$;;;;;;;;;;;;x
PRODUCTION_COST_INPUT;原材料コスト： $VAL$;Input Cost: $VAL$;;;;;;;;;;;;x
PRODUCTION_NO_PROJECT;计画なし;No Project;;;;;;;;;;;;x
PRODUCTION_PROJECT_MONEY;计画に与えられている予算：$MONEY$¤（必要额：$NEED$¤）;Project has $MONEY$¤ out of $NEED$¤ needed.;;;;;;;;;;;;x
WAR_HAS_COMPLETE_VICTORY;完全胜利;Complete Victory;;;;;;;;;;;;x
DIPLOMACY_CAN_INTERVENE;战争介入;Intervene in War;;;;;;;;;;;;x
DIPLOMACY_CANNOT_INTERVENE;战争介入\n以下の理由により、我が国はこちら侧で参战することができません。:;Intervene in War\nWe cannot join this side because:;;;;;;;;;;;;x
DIPLOMACY_OPINION_INFLUENCE;$GP$の发言力: $OPINION$;Opinion of $GP$: $OPINION$;;;;;;;;;;;;x
DIPLOMACY_OPINION_INFLUENCE2;この国の影响: $VALUE$;$GP_ADJ$ influence: $VALUE$;;;;;;;;;;;;x
DIPLOMACY_SET_PRIO_DESC;影响は、国内での列强の政治的影响力の强さを表しています。;Influence represents a Great Power$W's clout inside a country.;;;;;;;;;;;;x
DIPLOMACY_PRIMARYCULTURE_DESC;中核文化の人苘は、我が国の最上级市民です。;The primary culture represents people who are first-class citizens in our country;;;;;;;;;;;;x
DIPLOMACY_ACCEPTEDCULTURE_DESC;主要文化の人苘は、我が国で广く受容されている文化に属している市民です。;Our accepted culture(s) are people that are tolerated in our country;;;;;;;;;;;;x
PROJECT_BUILD;建设;Build;;;;;;;;;;;;x
PROJECT_REOPEN;再开;Reopen;;;;;;;;;;;;x
PROJECT_EXPAND;扩张;Expand;;;;;;;;;;;;x
EVTNAME22500;株式市场の暴落！;Stock Market Crash!;;;;;;;;;;;;x
EVTDESC22500;今日は$COUNTRY$にとって暗い日となった。$CAPITAL$の金融街は投机バブルがはじけた冲击でぐらついている。不动产价格はこの１年半で暴腾していた。アナリストの几人かは消费を超えるインフレの影响が原因で、价格が不自然に高いことを长い间警告していたが、强气の市场(the bull market)の斗牛士たちはどんな警告も无视し续けた。政府机关では、银行を求める声と通货规制の要求が增えていると报告されている。”贫欲な资本主义の失败”と呼ばれることを终わりにする必要がある。;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. Real estate prices have been soaring for the past year and a half, and while some analysts have warned for quite some time that the prices have been artificially high due to the effects of inflationary over consumption, the matadors of the bull market have left any such warnings unheeded. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to what is referred to as 'the failures of dog-eat-dog capitalism'.;;;;;;;;;;;;x
EVTOPTA22500;规制しろ！课税しろ！禁止しろ！うろたえろ！;Regulate! Tax! Ban! Panic!;;;;;;;;;;;;x
EVTOPTB22500;帐尻の合った政府予算、规制缓和、健全な通货;Balanced government budget, deregulation and sound money.;;;;;;;;;;;;x
stock_market_crash;株式市场の暴落;Stock Market Crash;;;;;;;;;;;;x
stock_market_crash_desc;我が国は株式市场の暴落の影响を受けています。;Our country is feeling the effects of a stock market crash.;;;;;;;;;;;;x
great_depression;大恐慌;Great Depression;;;;;;;;;;;;x
great_depression;列强の一つでの株式市场の暴落は大恐慌を引き起こし、文明世界全体に影响を与えている。;A stock market crash in one of the Great Powers has caused a great depression, the effects of which are being felt all around the civilized world.;;;;;;;;;;;;x
EVTNAME22510;大恐慌;The Great Depression;;;;;;;;;;;;x
EVTDESC22510;$CAPITAL$株式市场の大暴落は、恶影响を振りまいた。例えば贮蓄者の金融部门の信用低下によって引き起こされた大规模な取り付け骚动が起こっている。民众が先を争って生活のための贮金を确保しようとすると、多くの银行と金融机关は行き诘まった。ドミノ倒しのように $COUNTRY$の金融部门全体に恶影响をもたらした。暴落の波纹は民间企业の他业种にもまもなく广がった。贷付金が滞纳され贮蓄は表面上挝形もなく消え去った。全ての业种の企业の倒产により、ほとんど一夜かそこらで广箨围の失业が发生した。西欧诸国の经济の相互关侪により危机が他国にも素早く广がり急落の影响が现在世界中に广がっている。この出来事は”$YEAR$の大恐慌”として诟世に传わっている。;A major crash on the $CAPITAL$ stock market has devolved into something much worse entirely, following massive bank runs triggered by plummeting saver's confidence in the banking sector. As people scramble to secure their life savings, more and more banks and credit institutions fail, triggering domino effects affecting the entire $COUNTRY_ADJ$ financial sector. The ripples from the crash soon spread to other sectors of private industry, as loans are defaulted and savings vanish seemingly into thin air. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow. With the intertwining of the economies of the western world, the crisis quickly spreads to other countries, and the effects of the crash now reverberate around the world, in what will be known to posterity as: The $YEAR$ Great Depression.;;;;;;;;;;;;x
EVTOPTA22510;一时的な危机に过ぎない。谁もこれを非难できない。;It's only a temporary crisis, no one can be blamed;;;;;;;;;;;;x
EVTNAME22520;自由银行制;Free Banking;;;;;;;;;;;;x
EVTDESC22520;$COUNTRY$では民间银行の开业の禁止か规制の法律がないので、いくつかの民间团体が独自の通货を发行している。一般人の热心に稼いだ贮蓄が民间部门に残されていることが、はるかに大切なのだと主张する人もいる。とはいえ、问题はむしろ正反对で、ある州ではお金を预金する金融机关が过剩に多くあるのだ。そのため、そこの人苘は实に通货に精通しており信用している。;As there are no laws prohibiting or regulating private banking practices in $COUNTRY$, several private institutions are issuing their own currencies. While some argue that the hard earned savings of the common man are far too important to be left to the private sector, the case is rather the opposite in one of our states, where the plethora of banking institutions available allows people the freedom of choice to save their money in banks, and thus currencies, which they actually know and trust.;;;;;;;;;;;;x
EVTOPTA22520;これらのシステムは常に失败する危险がある。その时どうする？;There is always the chance that these systems will fail, and then what?;;;;;;;;;;;x;
EVTOPTB22520;彼らが幸福である限り、私は不满はない。;As long as they are happy, I have no objections.;;;;;;;;;;;;x
EVTNAME22530;地方铁道の株式;Local Railway Shares;;;;;;;;;;;;x
EVTDESC22530;ある我苘の州で新兴の铁道会社が成长する会社の财务を助けるため株式を发行している。现在その州で买い手と投资者を搜している。会社の取缔役が地元の政治家达に接触し、大众へのこの株式の卖买に、少しの助力を愿い出ている。その州の铁道绡を扩大することは有益であり支援するべきだと主张している。これは民间事业への配虑であり官の中立の原则を侵害すると思う人もいるし、又とない好机だと见る人もいる。;A newly formed railway company in one of our states has issued shares in the company to help finance the burgeoning firm, and are now seeking buyers and investors in the state. The CEO of the company has approached local politicians, asking them if they could, perhaps, lend a bit of a hand in the marketing of these shares to the general public, arguing that an extension of the railway networks in the state can only be beneficial and should be promoted. Some feel that this might infringe on the principles of official neutrality with regards to private ventures, while other see only opportunities.;;;;;;;;;;;;x
EVTOPTA22530;もちろん我苘は援助する。この美しい民间の取り组みを支援しよう。;Of course we must aid and help promote this beautiful private initiative;;;;;;;;;;;;x
EVTOPTB22530;政治はあまり关与しないのが一番だろう。;I think that the government that governs the least governs the best;;;;;;;;;;;;x
institute_central_bank_title;国立银行法;National Banking Act;;;;;;;;;;;;x
institute_central_bank_desc;我が国の政府が中央银行を维持している间に、政府が特权として通货发行权を独占することに赞成する声が出始めました。赞成派は、政府による通货发行权の独占は、经济の安定性を增すことにつながると主张しています。一方、反对派は、それを取引の自由に对する根本的な侵害だとみなしています。;While our government has for some time maintained a central bank, some voices within the economic debate have begun arguing in favor of monopolizing the issuing of currency to a strict government prerogative. Proponents argue that this will lead to an increase in economic stability, while opponents see it as a fundamental breach of the freedom of trade.;;;;;;;;;;;;x
central_bank_established;中央银行;Central Bank;;;;;;;;;;;;x
